date,product,daily_orders
2026-07-20,Product D,4585
2026-07-21,Product D,4282
2026-07-22,Product D,4670
2026-07-23,Product D,3777
2026-07-24,Product D,4173
2026-07-25,Product D,3237
2026-07-26,Product D,3187
2026-07-27,Product D,4408
2026-07-28,Product D,4200
2026-07-29,Product D,4239
2026-07-30,Product D,4335
2026-07-31,Product D,4218
2026-08-01,Product D,3166
2026-08-02,Product D,2963
2026-08-03,Product D,4476
2026-08-04,Product D,4323
2026-08-05,Product D,4360
2026-08-06,Product D,4675
2026-08-07,Product D,3864
2026-08-08,Product D,2906
2026-08-09,Product D,3099
2026-08-10,Product D,4105
2026-08-11,Product D,4290
2026-08-12,Product D,4134
2026-08-13,Product D,4089
2026-08-14,Product D,4413
2026-08-15,Product D,3273
2026-08-16,Product D,3055
2026-08-17,Product D,3878
2025-06-01,Product E,138
2025-06-02,Product E,194
2025-06-03,Product E,241
2025-06-04,Product E,282
2025-06-05,Product E,287
2025-06-06,Product E,295
2025-06-07,Product E,248
2025-06-08,Product E,241
2025-06-09,Product E,389
2025-06-10,Product E,443
2025-06-11,Product E,418
2025-06-12,Product E,480
2025-06-13,Product E,527
2025-06-14,Product E,409
2025-06-15,Product E,434
2025-06-16,Product E,735
2025-06-17,Product E,708
2025-06-18,Product E,770
2025-06-19,Product E,754
2025-06-20,Product E,837
2025-06-21,Product E,702
2025-06-22,Product E,693
2025-06-23,Product E,995
2025-06-24,Product E,1165
2025-06-25,Product E,1308
2025-06-26,Product E,1284
2025-06-27,Product E,1388
2025-06-28,Product E,1076
2025-06-29,Product E,1122
2025-06-30,Product E,1666
2025-07-01,Product E,1709
2025-07-02,Product E,1913
2025-07-03,Product E,1830
2025-07-04,Product E,1951
2025-07-05,Product E,1659
2025-07-06,Product E,1643
2025-07-07,Product E,2292
2025-07-08,Product E,2776
2025-07-09,Product E,2820
2025-07-10,Product E,2679
2025-07-11,Product E,2655
2025-07-12,Product E,2306
2025-07-13,Product E,2213
2025-07-14,Product E,3390
2025-07-15,Product E,3544
2025-07-16,Product E,3339
2025-07-17,Product E,3645
2025-07-18,Product E,3749
2025-07-19,Product E,3136
2025-07-20,Product E,2827
2025-07-21,Product E,4677
2025-07-22,Product E,4132
2025-07-23,Product E,4950
2025-07-24,Product E,4551
2025-07-25,Product E,4864
2025-07-26,Product E,3699
2025-07-27,Product E,3714
2025-07-28,Product E,5024
2025-07-29,Product E,5075
2025-07-30,Product E,5793
2025-07-31,Product E,5278
2025-08-01,Product E,5390
2025-08-02,Product E,4433
2025-08-03,Product E,3745
2025-08-04,Product E,5881
2025-08-05,Product E,5766
2025-08-06,Product E,5901
2025-08-07,Product E,5810
2025-08-08,Product E,5343
2025-08-09,Product E,4320
2025-08-10,Product E,4512
2025-08-11,Product E,6347
2025-08-12,Product E,6269
2025-08-13,Product E,6332
2025-08-14,Product E,5980
2025-08-15,Product E,6437
2025-08-16,Product E,4625
2025-08-17,Product E,4426
2025-08-18,Product E,6628
2025-08-19,Product E,6214
2025-08-20,Product E,6910
2025-08-21,Product E,5726
2025-08-22,Product E,6642
2025-08-23,Product E,4659
2025-08-24,Product E,4382
2025-08-25,Product E,5742
2025-08-26,Product E,6378
2025-08-27,Product E,6124
2025-08-28,Product E,6047
2025-08-29,Product E,6125
2025-08-30,Product E,4988
2025-08-31,Product E,4488
2025-09-01,Product E,6440
2025-09-02,Product E,6163
2025-09-03,Product E,6162
2025-09-04,Product E,6777
2025-09-05,Product E,5917
2025-09-06,Product E,5131
2025-09-07,Product E,4364
2025-09-08,Product E,6305
2025-09-09,Product E,6823
2025-09-10,Product E,6807
2025-09-11,Product E,6136
2025-09-12,Product E,5976
2025-09-13,Product E,4685
2025-09-14,Product E,4453
2025-09-15,Product E,6526
2025-09-16,Product E,6418
2025-09-17,Product E,6536
2025-09-18,Product E,6612
2025-09-19,Product E,6150
2025-09-20,Product E,4725
2025-09-21,Product E,4007
2025-09-22,Product E,5372
2025-09-23,Product E,6477
2025-09-24,Product E,6248
2025-09-25,Product E,5896
2025-09-26,Product E,6049
2025-09-27,Product E,4594
2025-09-28,Product E,4537
2025-09-29,Product E,6154
2025-09-30,Product E,6059
2025-10-01,Product E,6528
2025-10-02,Product E,5932
2025-10-03,Product E,6079
2025-10-04,Product E,4459
2025-10-05,Product E,4120
2025-10-06,Product E,6102
2025-10-07,Product E,6248
2025-10-08,Product E,6319
2025-10-09,Product E,5872
2025-10-10,Product E,5340
2025-10-11,Product E,4437
2025-10-12,Product E,4397
2025-10-13,Product E,5948
2025-10-14,Product E,6128
2025-10-15,Product E,6437
2025-10-16,Product E,5707
2025-10-17,Product E,5397
2025-10-18,Product E,4476
2025-10-19,Product E,4108
2025-10-20,Product E,5720
2025-10-21,Product E,6125
2025-10-22,Product E,6262
2025-10-23,Product E,5895
2025-10-24,Product E,5920
2025-10-25,Product E,4908
2025-10-26,Product E,4127
2025-10-27,Product E,6082
2025-10-28,Product E,6012
2025-10-29,Product E,5845
2025-10-30,Product E,5719
2025-10-31,Product E,5687
2025-11-01,Product E,4580
2025-11-02,Product E,4693
2025-11-03,Product E,5786
2025-11-04,Product E,6045
2025-11-05,Product E,6091
2025-11-06,Product E,6017
2025-11-07,Product E,5914
2025-11-08,Product E,4798
2025-11-09,Product E,3699
2025-11-10,Product E,5300
2025-11-11,Product E,6040
2025-11-12,Product E,6469
2025-11-13,Product E,5460
2025-11-14,Product E,4981
2025-11-15,Product E,4659
2025-11-16,Product E,4283
2025-11-17,Product E,5721
2025-11-18,Product E,5922
2025-11-19,Product E,5870
2025-11-20,Product E,5995
2025-11-21,Product E,5718
2025-11-22,Product E,4675
2025-11-23,Product E,3654
2025-11-24,Product E,5836
2025-11-25,Product E,5926
2025-11-26,Product E,6142
2025-11-27,Product E,5852
2025-11-28,Product E,6194
2025-11-29,Product E,4177
2025-11-30,Product E,4314
2025-12-01,Product E,6331
2025-12-02,Product E,6934
2025-12-03,Product E,6136
2025-12-04,Product E,6179
2025-12-05,Product E,5480
2025-12-06,Product E,4101
2025-12-07,Product E,4539
2025-12-08,Product E,6231
2025-12-09,Product E,6802
2025-12-10,Product E,5930
2025-12-11,Product E,6318
2025-12-12,Product E,6672
2025-12-13,Product E,4819
2025-12-14,Product E,4476
2025-12-15,Product E,6322
2025-12-16,Product E,6002
2025-12-17,Product E,6896
2025-12-18,Product E,6057
2025-12-19,Product E,6349
2025-12-20,Product E,4417
2025-12-21,Product E,4217
2025-12-22,Product E,6878
2025-12-23,Product E,6501
2025-12-24,Product E,7037
2025-12-25,Product E,6323
2025-12-26,Product E,5713
2025-12-27,Product E,5087
2025-12-28,Product E,4422
2025-12-29,Product E,6752
2025-12-30,Product E,6736
2025-12-31,Product E,6157
2026-01-01,Product E,6510
2026-01-02,Product E,7104
2026-01-03,Product E,5077
2026-01-04,Product E,4623
2026-01-05,Product E,6997
2026-01-06,Product E,6919
2026-01-07,Product E,6863
2026-01-08,Product E,6215
2026-01-09,Product E,6594
2026-01-10,Product E,5306
2026-01-11,Product E,4523
2026-01-12,Product E,7243
2026-01-13,Product E,6941
2026-01-14,Product E,6610
2026-01-15,Product E,7029
2026-01-16,Product E,6543
2026-01-17,Product E,5334
2026-01-18,Product E,4739
2026-01-19,Product E,6868
2026-01-20,Product E,7279
2026-01-21,Product E,7150
2026-01-22,Product E,6141
2026-01-23,Product E,6384
2026-01-24,Product E,5479
2026-01-25,Product E,4867
2026-01-26,Product E,6834
2026-01-27,Product E,6746
2026-01-28,Product E,6792
2026-01-29,Product E,6247
2026-01-30,Product E,6855
2026-01-31,Product E,5174
2026-02-01,Product E,4750
2026-02-02,Product E,7124
2026-02-03,Product E,7506
2026-02-04,Product E,8078
2026-02-05,Product E,6543
2026-02-06,Product E,7424
2026-02-07,Product E,5696
2026-02-08,Product E,4884
2026-02-09,Product E,7353
2026-02-10,Product E,7334
2026-02-11,Product E,7514
2026-02-12,Product E,7748
2026-02-13,Product E,7359
2026-02-14,Product E,5668
2026-02-15,Product E,5060
2026-02-16,Product E,6857
2026-02-17,Product E,7557
2026-02-18,Product E,8030
2026-02-19,Product E,6769
2026-02-20,Product E,6881
2026-02-21,Product E,5657
2026-02-22,Product E,5000
2026-02-23,Product E,7231
2026-02-24,Product E,7598
2026-02-25,Product E,7172
2026-02-26,Product E,7084
2026-02-27,Product E,7640
2026-02-28,Product E,5337
2026-03-01,Product E,4914
2026-03-02,Product E,7406
2026-03-03,Product E,8170
2026-03-04,Product E,7737
2026-03-05,Product E,7383
2026-03-06,Product E,7507
2026-03-07,Product E,5288
2026-03-08,Product E,5553
2026-03-09,Product E,7905
2026-03-10,Product E,7829
2026-03-11,Product E,8321
2026-03-12,Product E,7231
2026-03-13,Product E,8020
2026-03-14,Product E,5917
2026-03-15,Product E,5397
2026-03-16,Product E,7848
2026-03-17,Product E,8051
2026-03-18,Product E,8511
2026-03-19,Product E,7339
2026-03-20,Product E,7390
2026-03-21,Product E,6248
2026-03-22,Product E,5388
2026-03-23,Product E,8303
2026-03-24,Product E,8879
2026-03-25,Product E,7946
2026-03-26,Product E,8106
2026-03-27,Product E,7315
2026-03-28,Product E,6228
2026-03-29,Product E,5664
2026-03-30,Product E,8212
2026-03-31,Product E,7995
2026-04-01,Product E,7504
2026-04-02,Product E,8109
2026-04-03,Product E,7023
2026-04-04,Product E,5956
2026-04-05,Product E,5921
2026-04-06,Product E,8164
2026-04-07,Product E,9137
2026-04-08,Product E,8668
2026-04-09,Product E,7706
2026-04-10,Product E,7896
2026-04-11,Product E,6078
2026-04-12,Product E,5241
2026-04-13,Product E,7754
2026-04-14,Product E,8140
2026-04-15,Product E,7448
2026-04-16,Product E,8029
2026-04-17,Product E,7827
2026-04-18,Product E,5610
2026-04-19,Product E,5833
2026-04-20,Product E,8465
2026-04-21,Product E,8505
2026-04-22,Product E,8189
2026-04-23,Product E,8276
2026-04-24,Product E,8222
2026-04-25,Product E,6235
2026-04-26,Product E,5497
2026-04-27,Product E,8306
2026-04-28,Product E,8931
2026-04-29,Product E,8091
2026-04-30,Product E,8896
2026-05-01,Product E,7754
2026-05-02,Product E,6158
2026-05-03,Product E,5545
2026-05-04,Product E,8288
2026-05-05,Product E,7696
2026-05-06,Product E,8112
2026-05-07,Product E,7610
2026-05-08,Product E,8013
2026-05-09,Product E,6448
2026-05-10,Product E,5917
2026-05-11,Product E,7215
2026-05-12,Product E,9276
2026-05-13,Product E,8447
2026-05-14,Product E,7721
2026-05-15,Product E,8002
2026-05-16,Product E,6181
2026-05-17,Product E,5525
2026-05-18,Product E,8241
2026-05-19,Product E,8133
2026-05-20,Product E,8126
2026-05-21,Product E,7726
2026-05-22,Product E,7340
2026-05-23,Product E,6144
2026-05-24,Product E,5854
2026-05-25,Product E,8328
2026-05-26,Product E,8686
2026-05-27,Product E,8382
2026-05-28,Product E,7743
2026-05-29,Product E,8188
2026-05-30,Product E,5649
2026-05-31,Product E,5396
2026-06-01,Product E,7675
2026-06-02,Product E,8732
2026-06-03,Product E,8573
2026-06-04,Product E,8087
2026-06-05,Product E,8215
2026-06-06,Product E,5748
2026-06-07,Product E,5702
2026-06-08,Product E,7945
2026-06-09,Product E,8560
2026-06-10,Product E,8067
2026-06-11,Product E,7671
2026-06-12,Product E,7932
2026-06-13,Product E,6215
2026-06-14,Product E,5363
2026-06-15,Product E,7890
2026-06-16,Product E,7697
2026-06-17,Product E,7025
2026-06-18,Product E,7814
2026-06-19,Product E,7871
2026-06-20,Product E,5964
2026-06-21,Product E,4950
2026-06-22,Product E,7684
2026-06-23,Product E,7140
2026-06-24,Product E,8474
2026-06-25,Product E,7227
2026-06-26,Product E,8016
2026-06-27,Product E,6087
2026-06-28,Product E,5170
2026-06-29,Product E,7282
2026-06-30,Product E,8063
2026-07-01,Product E,7494
2026-07-02,Product E,7576
2026-07-03,Product E,7259
2026-07-04,Product E,5220
2026-07-05,Product E,4742
2026-07-06,Product E,7695
2026-07-07,Product E,7590
2026-07-08,Product E,7496
2026-07-09,Product E,7685
2026-07-10,Product E,7757
2026-07-11,Product E,5567
2026-07-12,Product E,5166
2026-07-13,Product E,7679
2026-07-14,Product E,7166
2026-07-15,Product E,7673
2026-07-16,Product E,7510
2026-07-17,Product E,7456
2026-07-18,Product E,5016
2026-07-19,Product E,4974
2026-07-20,Product E,7046
2026-07-21,Product E,7599
2026-07-22,Product E,7643
2026-07-23,Product E,7725
2026-07-24,Product E,6914
2026-07-25,Product E,5324
2026-07-26,Product E,5376
2026-07-27,Product E,7352
2026-07-28,Product E,7903
2026-07-29,Product E,7441
2026-07-30,Product E,6654
2026-07-31,Product E,6503
2026-08-01,Product E,4949
2026-08-02,Product E,5160
2026-08-03,Product E,7540
2026-08-04,Product E,7977
2026-08-05,Product E,7510
2026-08-06,Product E,7342
2026-08-07,Product E,6646
2026-08-08,Product E,4966
2026-08-09,Product E,5115
2026-08-10,Product E,7137
2026-08-11,Product E,7211
2026-08-12,Product E,7215
2026-08-13,Product E,6926
2026-08-14,Product E,7154
2026-08-15,Product E,5512
2026-08-16,Product E,4951
2026-08-17,Product E,7158
